gene,sample,mean_high,mean_undetected,effect_high_minus_undetected
TRIM63,sample2,0.0,0.0,0.0
PDIK1L,sample2,0.0,0.0,0.0
FAM110D,sample2,0.0,0.0,0.0
C1orf232,sample2,0.0,0.0,0.0
AL391650.1,sample2,0.0,0.0,0.0
ZNF593,sample2,0.0,0.33963302,-0.33963302
CNKSR1,sample2,0.0,0.0,0.0
CATSPER4,sample2,0.0,0.0,0.0
CEP85,sample2,0.0,0.0,0.0
SH3BGRL3,sample2,1.9017041,3.3168626,-1.4151585
UBXN11,sample2,0.33274427,0.0,0.33274427
CD52,sample2,0.45682594,1.0494186,-0.5925926
CRYBG2,sample2,0.0,0.0,0.0
ZNF683,sample2,0.38892052,0.0,0.38892052
LIN28A,sample2,0.0,0.0,0.0
DHDDS,sample2,0.0,0.06748153,-0.06748153
AL513365.2,sample2,0.0,0.0,0.0
HMGN2,sample2,1.167133,1.4571582,-0.29002523
RPS6KA1,sample2,0.0,0.34396678,-0.34396678
AL512408.1,sample2,0.0,0.0,0.0
ARID1A,sample2,0.0,0.70285904,-0.70285904
PIGV,sample2,0.0,0.0,0.0
ZDHHC18,sample2,0.0,0.20240527,-0.20240527
SFN,sample2,0.0,0.0,0.0
GPN2,sample2,0.2180711,0.0,0.2180711
AL034380.1,sample2,0.0,0.0,0.0
GPATCH3,sample2,0.0,0.0,0.0
NUDC,sample2,0.38892052,0.54906344,-0.16014293
NR0B2,sample2,0.0,0.0,0.0
KDF1,sample2,0.0,0.0,0.0
TRNP1,sample2,0.0,0.0,0.0
TENT5B,sample2,0.0,0.0,0.0
SLC9A1,sample2,0.0,0.0,0.0
AL590640.1,sample2,0.0,0.0,0.0
WDTC1,sample2,0.0,0.12563975,-0.12563975
TMEM222,sample2,0.33790556,0.06748153,0.270424
SYTL1,sample2,0.0,0.06748153,-0.06748153
MAP3K6,sample2,0.0,0.0,0.0
FCN3,sample2,0.0,0.0,0.0
CD164L2,sample2,0.0,0.0,0.0
GPR3,sample2,0.0,0.0,0.0
WASF2,sample2,0.7947315,0.8385008,-0.0437693
FO393419.2,sample2,0.0,0.0,0.0
BX293535.1,sample2,0.0,0.0,0.0
AHDC1,sample2,0.0,0.0,0.0
FGR,sample2,0.2180711,0.23296705,-0.014895946
LINC02574,sample2,0.0,0.0,0.0
IFI6,sample2,1.3943918,1.6185925,-0.22420073
AL445490.1,sample2,0.0,0.0,0.0
AL020997.5,sample2,0.0,0.0,0.0
FAM76A,sample2,0.0,0.0,0.0
STX12,sample2,0.0,0.113128364,-0.113128364
AL020997.2,sample2,0.0,0.0,0.0
AL020997.3,sample2,0.0,0.0,0.0
AL020997.4,sample2,0.0,0.0,0.0
PPP1R8,sample2,0.0,0.0,0.0
THEMIS2,sample2,0.23875484,0.0,0.23875484
RPA2,sample2,0.23875484,0.15675846,0.08199638
SMPDL3B,sample2,0.0,0.0,0.0
AL512288.1,sample2,0.0,0.0,0.0
XKR8,sample2,0.0,0.0,0.0
EYA3,sample2,0.0,0.0,0.0
PTAFR,sample2,0.0,0.23296705,-0.23296705
DNAJC8,sample2,0.84574646,0.8205896,0.025156856
ATP5IF1,sample2,0.5766604,0.5210097,0.05565071
AL353622.1,sample2,0.0,0.0,0.0
AL353622.2,sample2,0.0,0.0,0.0
SESN2,sample2,0.0,0.0,0.0
MED18,sample2,0.0,0.0,0.0
PHACTR4,sample2,0.96558094,0.0,0.96558094
RCC1,sample2,0.0,0.08927692,-0.08927692
SNHG3,sample2,0.0,0.22977535,-0.22977535
TRNAU1AP,sample2,0.0,0.0,0.0
SNHG12,sample2,0.96558094,0.70402026,0.26156068
TAF12,sample2,0.23875484,0.0,0.23875484
RAB42,sample2,0.23875484,0.07620859,0.16254625
LINC01715,sample2,0.0,0.0,0.0
AL360012.1,sample2,0.0,0.29520378,-0.29520378
GMEB1,sample2,0.0,0.0,0.0
YTHDF2,sample2,0.2180711,0.30140072,-0.08332962
OPRD1,sample2,0.0,0.0,0.0
AL009181.1,sample2,0.0,0.0,0.0
EPB41,sample2,0.23875484,0.0,0.23875484
TMEM200B,sample2,0.0,0.0,0.0
AL357500.1,sample2,0.0,0.0,0.0
SRSF4,sample2,0.47654632,0.08927692,0.3872694
MECR,sample2,0.0,0.0,0.0
AL590729.1,sample2,0.0,0.0,0.0
PTPRU,sample2,0.0,0.0,0.0
LINC01756,sample2,0.0,0.0,0.0
AC092265.1,sample2,0.0,0.0,0.0
AL645944.2,sample2,0.0,0.0,0.0
LINC01648,sample2,0.0,0.0,0.0
AL137076.1,sample2,0.0,0.0,0.0
AL161638.2,sample2,0.0,0.0,0.0
AL161638.1,sample2,0.0,0.0,0.0
MATN1,sample2,0.0,0.0,0.0
MATN1-AS1,sample2,0.0,0.0,0.0
AL137857.1,sample2,0.0,0.0,0.0
LAPTM5,sample2,1.4567143,2.0744092,-0.617695
AL137027.1,sample2,0.0,0.0,0.0
LINC01778,sample2,0.0,0.0,0.0
AL445235.1,sample2,0.0,0.0,0.0
SDC3,sample2,1.8843293,0.0,1.8843293
PUM1,sample2,0.5559766,0.07620859,0.47976804
NKAIN1,sample2,0.0,0.0,0.0
SNRNP40,sample2,0.0,0.27861387,-0.27861387
ZCCHC17,sample2,0.0,0.0,0.0
AL451070.1,sample2,0.0,0.0,0.0
FABP3,sample2,0.23875484,0.07620859,0.16254625
SERINC2,sample2,0.0,0.0,0.0
LINC01226,sample2,0.0,0.0,0.0
AC114488.1,sample2,0.0,0.0,0.0
TINAGL1,sample2,0.0,0.0,0.0
HCRTR1,sample2,0.0,0.0,0.0
PEF1,sample2,0.33790556,0.07620859,0.26169696
AC114488.2,sample2,0.0,0.0,0.0
AC114488.3,sample2,0.0,0.0,0.0
COL16A1,sample2,0.0,0.0,0.0
ADGRB2,sample2,0.0,0.0,0.0
AL354919.2,sample2,0.0,0.0,0.0
SPOCD1,sample2,0.0,0.0,0.0
AL354919.1,sample2,0.0,0.0,0.0
AL136115.2,sample2,0.0,0.0,0.0
PTP4A2,sample2,0.0,0.18933696,-0.18933696
AL136115.1,sample2,0.0,0.0,0.0
AL136115.3,sample2,0.0,0.0,0.0
KHDRBS1,sample2,1.2988282,0.86654866,0.4322796
AL445248.1,sample2,0.0,0.0,0.0
TMEM39B,sample2,0.0,0.0,0.0
KPNA6,sample2,0.38892052,0.0,0.38892052
AL049795.2,sample2,0.0,0.0,0.0
TXLNA,sample2,0.23875484,0.0,0.23875484
CCDC28B,sample2,0.0,0.0,0.0
AL049795.1,sample2,0.0,0.0,0.0
IQCC,sample2,0.0,0.0,0.0
DCDC2B,sample2,0.0,0.0,0.0
TMEM234,sample2,0.0,0.0,0.0
EIF3I,sample2,0.0,0.8015442,-0.8015442
FAM167B,sample2,0.0,0.0,0.0
LCK,sample2,0.38892052,0.08927692,0.2996436
HDAC1,sample2,0.0,0.24698752,-0.24698752
MARCKSL1,sample2,0.0,0.18316476,-0.18316476
AL109945.1,sample2,0.0,0.0,0.0
TSSK3,sample2,0.0,0.0,0.0
FAM229A,sample2,0.0,0.0,0.0
BSDC1,sample2,0.33274427,0.29520378,0.037540495
ZBTB8B,sample2,0.0,0.0,0.0
ZBTB8A,sample2,0.0,0.0,0.0
ZBTB8OS,sample2,0.60699165,0.32804504,0.2789466
RBBP4,sample2,0.38892052,0.3131532,0.07576731
SYNC,sample2,0.23875484,0.0,0.23875484
AC114489.1,sample2,0.0,0.0,0.0
KIAA1522,sample2,0.0,0.0,0.0
YARS,sample2,0.0,0.29520378,-0.29520378
S100PBP,sample2,0.38892052,0.0,0.38892052
FNDC5,sample2,0.0,0.0,0.0
HPCA,sample2,0.0,0.0,0.0
TMEM54,sample2,0.0,0.0,0.0
AL031602.2,sample2,0.0,0.0,0.0
RNF19B,sample2,0.0,0.0,0.0
AL020995.1,sample2,0.0,0.0,0.0
AK2,sample2,0.33790556,0.42395967,-0.08605412
AZIN2,sample2,0.0,0.0,0.0
TRIM62,sample2,0.0,0.0,0.0
AL662907.3,sample2,0.0,0.0,0.0
ZNF362,sample2,0.23875484,0.29520378,-0.056448936
AL513327.3,sample2,0.0,0.0,0.0
A3GALT2,sample2,0.0,0.0,0.0
AL513327.1,sample2,0.0,0.0,0.0
PHC2,sample2,0.0,0.0,0.0
AL513327.2,sample2,0.0,0.0,0.0
ZSCAN20,sample2,0.0,0.15771061,-0.15771061
CSMD2,sample2,0.0,0.0,0.0
HMGB4,sample2,0.0,0.0,0.0
CSMD2-AS1,sample2,0.0,0.0,0.0
C1orf94,sample2,0.0,0.0,0.0
AC099565.1,sample2,0.0,0.0,0.0
SMIM12,sample2,0.23875484,0.2569273,-0.018172473
GJB5,sample2,0.0,0.0,0.0
GJB4,sample2,0.0,0.0,0.0
AL121988.1,sample2,0.0,0.0,0.0
GJB3,sample2,0.0,0.0,0.0
GJA4,sample2,0.0,0.0,0.0
AL122010.1,sample2,0.0,0.0,0.0
DLGAP3,sample2,0.0,0.07620859,-0.07620859
TMEM35B,sample2,0.0,0.23296705,-0.23296705
ZMYM6,sample2,0.0,0.06748153,-0.06748153
ZMYM1,sample2,0.0,0.15771061,-0.15771061
AL590434.1,sample2,0.0,0.0,0.0
SFPQ,sample2,1.6454916,1.1182407,0.5272509
ZMYM4,sample2,0.0,0.113128364,-0.113128364
ZMYM4-AS1,sample2,0.0,0.0,0.0
KIAA0319L,sample2,0.33790556,0.07620859,0.26169696
NCDN,sample2,0.0,0.0,0.0
AC004865.2,sample2,0.0,0.0,0.0
TFAP2E,sample2,0.0,0.0,0.0
PSMB2,sample2,0.35861883,0.5885218,-0.22990295
C1orf216,sample2,0.0,0.08927692,-0.08927692
CLSPN,sample2,0.0,0.30621976,-0.30621976
AL354864.1,sample2,0.0,0.0,0.0
AGO4,sample2,0.0,0.0,0.0
AGO1,sample2,0.33790556,0.473586,-0.13568044
AL139286.3,sample2,0.0,0.0,0.0
AL139286.2,sample2,0.0,0.0,0.0
AGO3,sample2,0.45682594,0.06748153,0.3893444
AL138787.2,sample2,0.0,0.0,0.0
TEKT2,sample2,0.0,0.0,0.0
ADPRHL2,sample2,0.0,0.18933696,-0.18933696
COL8A2,sample2,0.0,0.08927692,-0.08927692
TRAPPC3,sample2,0.45682594,0.07620859,0.38061735
MAP7D1,sample2,0.45682594,0.22000754,0.2368184
THRAP3,sample2,0.5714991,0.20240527,0.36909384
SH3D21,sample2,0.0,0.07620859,-0.07620859
EVA1B,sample2,0.23875484,0.0,0.23875484
AL591845.1,sample2,0.0,0.0,0.0
STK40,sample2,0.0,0.0,0.0
LSM10,sample2,0.23875484,0.21491668,0.023838162
OSCP1,sample2,0.0,0.0,0.0
MRPS15,sample2,0.2180711,0.15771061,0.06036049
CSF3R,sample2,0.6498165,0.22519214,0.42462438
AL596257.1,sample2,0.0,0.0,0.0
AC117945.2,sample2,0.0,0.0,0.0
AC117945.1,sample2,0.0,0.0,0.0
GRIK3,sample2,0.0,0.0,0.0
AL031430.1,sample2,0.0,0.0,0.0
AL353604.1,sample2,0.0,0.0,0.0
LINC01137,sample2,0.0,0.0,0.0
ZC3H12A,sample2,0.2180711,0.0,0.2180711
MEAF6,sample2,0.6498165,0.14369012,0.5061264
SNIP1,sample2,0.0,0.29520378,-0.29520378
DNALI1,sample2,0.0,0.0,0.0
GNL2,sample2,0.23875484,0.12563975,0.11311509
AL513220.1,sample2,0.0,0.0,0.0
RSPO1,sample2,0.0,0.0,0.0
C1orf109,sample2,0.0,0.0,0.0
CDCA8,sample2,0.0,0.0,0.0
EPHA10,sample2,0.0,0.0,0.0
MANEAL,sample2,0.0,0.0,0.0
AL929472.3,sample2,0.0,0.0,0.0
YRDC,sample2,0.0,0.0,0.0
C1orf122,sample2,0.23875484,0.2339192,0.0048356354
MTF1,sample2,0.2180711,0.2974927,-0.07942161
AL929472.2,sample2,0.0,0.0,0.0
INPP5B,sample2,0.38892052,0.06748153,0.32143897
SF3A3,sample2,0.23875484,0.14369012,0.095064715
FHL3,sample2,0.0,0.14369012,-0.14369012
UTP11,sample2,0.2180711,0.07620859,0.14186251
POU3F1,sample2,0.0,0.0,0.0
MIR3659HG,sample2,0.0,0.0,0.0
LINC02786,sample2,0.0,0.0,0.0
AL390839.1,sample2,0.0,0.0,0.0
AL390839.2,sample2,0.0,0.0,0.0
LINC01343,sample2,0.0,0.0,0.0
LINC01685,sample2,0.0,0.0,0.0
AL354702.2,sample2,0.0,0.0,0.0
RRAGC,sample2,0.23875484,0.0,0.23875484
AL139260.1,sample2,0.38892052,0.0,0.38892052
MYCBP,sample2,0.0,0.1654855,-0.1654855
GJA9,sample2,0.0,0.0,0.0
RHBDL2,sample2,0.0,0.0,0.0
AKIRIN1,sample2,0.23875484,0.37370127,-0.13494644
NDUFS5,sample2,0.2180711,1.6345634,-1.4164923
MACF1,sample2,1.5327613,0.29831994,1.2344414
AL356055.1,sample2,0.0,0.0,0.0
AL442071.2,sample2,0.0,0.0,0.0
AL442071.1,sample2,0.0,0.0,0.0
BMP8A,sample2,0.0,0.0,0.0
PABPC4,sample2,0.33790556,0.44519967,-0.10729411
PABPC4-AS1,sample2,0.0,0.0,0.0
HEYL,sample2,0.0,0.0,0.0
AL035404.2,sample2,0.0,0.0,0.0
NT5C1A,sample2,0.0,0.0,0.0
HPCAL4,sample2,0.0,0.0,0.0
PPIE,sample2,0.0,0.113128364,-0.113128364
BMP8B,sample2,0.0,0.0,0.0
OXCT2,sample2,0.0,0.0,0.0
BMP8B-AS1,sample2,0.0,0.0,0.0
AL033527.3,sample2,0.0,0.0,0.0
AL033527.4,sample2,0.0,0.0,0.0
LINC02811,sample2,0.0,0.0,0.0
TRIT1,sample2,0.0,0.0,0.0
MYCL,sample2,0.0,0.0,0.0
AL033527.2,sample2,0.0,0.0,0.0
MFSD2A,sample2,0.2180711,0.0,0.2180711
CAP1,sample2,0.45682594,0.74527407,-0.28844813
PPT1,sample2,0.6706498,0.5175159,0.15313393
RLF,sample2,0.0,0.0,0.0
TMCO2,sample2,0.0,0.0,0.0
AL050341.2,sample2,0.0,0.0,0.0
ZMPSTE24,sample2,0.38892052,0.3231961,0.0657244
COL9A2,sample2,0.0,0.07620859,-0.07620859
SMAP2,sample2,0.0,0.22387628,-0.22387628
AL031985.4,sample2,0.0,0.0,0.0
ZFP69B,sample2,0.0,0.0,0.0
AL031985.3,sample2,0.0,0.0,0.0
ZFP69,sample2,0.0,0.0,0.0
AL603839.3,sample2,0.0,0.0,0.0
EXO5,sample2,0.0,0.0,0.0
AL603839.1,sample2,0.0,0.0,0.0
AL603839.2,sample2,0.0,0.0,0.0
ZNF684,sample2,0.0,0.0,0.0
AL356379.2,sample2,0.0,0.0,0.0
RIMS3,sample2,0.0,0.0,0.0
AL031289.2,sample2,0.0,0.0,0.0
AL031289.1,sample2,0.0,0.0,0.0
NFYC-AS1,sample2,0.0,0.0,0.0
NFYC,sample2,0.38892052,0.1654855,0.22343501
KCNQ4,sample2,0.0,0.0,0.0
CITED4,sample2,0.0,0.0,0.0
AC119677.1,sample2,0.0,0.0,0.0
AL391730.2,sample2,0.0,0.0,0.0
CTPS1,sample2,0.0,0.0,0.0
SLFNL1-AS1,sample2,0.0,0.0,0.0
SLFNL1,sample2,0.0,0.0,0.0
SCMH1,sample2,0.0,0.0,0.0
AC093151.8,sample2,0.0,0.0,0.0
AC093151.3,sample2,0.0,0.0,0.0
FOXO6,sample2,0.0,0.0,0.0
AC093151.2,sample2,0.0,0.0,0.0
EDN2,sample2,0.0,0.0,0.0
HIVEP3,sample2,0.23875484,0.08927692,0.14947793
AL445933.2,sample2,0.0,0.0,0.0
AC119676.1,sample2,0.0,0.0,0.0
AL158216.1,sample2,0.0,0.0,0.0
GUCA2B,sample2,0.0,0.0,0.0
GUCA2A,sample2,0.0,0.0,0.0
FOXJ3,sample2,0.60699165,0.15771061,0.44928104
AC096540.1,sample2,0.0,0.0,0.0
RIMKLA,sample2,0.0,0.0,0.0
ZMYND12,sample2,0.0,0.0,0.0
PPCS,sample2,0.2180711,0.61263,-0.3945589
CCDC30,sample2,0.0,0.0,0.0
PPIH,sample2,0.2180711,0.2823982,-0.06432709
AC098484.4,sample2,0.0,0.0,0.0
AC098484.2,sample2,0.0,0.0,0.0
YBX1,sample2,1.1540135,2.0440702,-0.8900567
CLDN19,sample2,0.0,0.0,0.0
P3H1,sample2,0.0,0.0,0.0
C1orf50,sample2,0.0,0.0,0.0
AC098484.1,sample2,0.0,0.0,0.0
TMEM269,sample2,0.0,0.0,0.0
SVBP,sample2,0.0,0.6491017,-0.6491017
ERMAP,sample2,0.38892052,0.0,0.38892052
AL512353.1,sample2,0.0,0.0,0.0
ZNF691,sample2,0.0,0.0,0.0
SLC2A1,sample2,0.33274427,0.07620859,0.25653568
SLC2A1-AS1,sample2,0.0,0.0,0.0
AC099795.1,sample2,0.0,0.0,0.0
FAM183A,sample2,0.0,0.0,0.0
EBNA1BP2,sample2,0.23875484,0.30621976,-0.06746492
CFAP57,sample2,0.0,0.0,0.0
TMEM125,sample2,0.0,0.0,0.0
C1orf210,sample2,0.0,0.0,0.0
TIE1,sample2,0.0,0.0,0.0
MPL,sample2,0.0,0.0,0.0
AL139289.3,sample2,0.0,0.0,0.0
AL139289.2,sample2,0.0,0.0,0.0
CDC20,sample2,0.0,0.07620859,-0.07620859
ELOVL1,sample2,0.35861883,0.2823982,0.07622063
MED8,sample2,0.23875484,0.14369012,0.095064715
AL139289.1,sample2,0.0,0.0,0.0
SZT2,sample2,0.38892052,0.08927692,0.2996436
SZT2-AS1,sample2,0.0,0.0,0.0
HYI,sample2,0.0,0.12563975,-0.12563975
HYI-AS1,sample2,0.0,0.0,0.0
PTPRF,sample2,0.0,0.0,0.0
KDM4A,sample2,0.33790556,0.0,0.33790556
KDM4A-AS1,sample2,0.0,0.0,0.0
ST3GAL3,sample2,0.38892052,0.0,0.38892052
AL451062.1,sample2,0.0,0.0,0.0
ARTN,sample2,0.0,0.0,0.0
AL357079.1,sample2,0.0,0.0,0.0
IPO13,sample2,0.0,0.0,0.0
AL357079.2,sample2,0.0,0.0,0.0
DPH2,sample2,0.0,0.08927692,-0.08927692
ATP6V0B,sample2,0.97362745,1.1528697,-0.17924225
B4GALT2,sample2,0.0,0.0,0.0
CCDC24,sample2,0.0,0.0,0.0
SLC6A9,sample2,0.0,0.0,0.0
AL139220.2,sample2,0.0,0.0,0.0
KLF17,sample2,0.0,0.0,0.0
KLF18,sample2,0.0,0.0,0.0
DMAP1,sample2,0.0,0.0,0.0
ERI3,sample2,0.38892052,0.06748153,0.32143897
ERI3-IT1,sample2,0.0,0.0,0.0
RNF220,sample2,0.0,0.07620859,-0.07620859
TMEM53,sample2,0.0,0.0,0.0
ARMH1,sample2,0.0,0.36268532,-0.36268532
KIF2C,sample2,0.0,0.0,0.0
AL592166.1,sample2,0.0,0.0,0.0
RPS8,sample2,1.5357003,2.9311814,-1.3954811
BEST4,sample2,0.0,0.0,0.0
PLK3,sample2,0.60699165,0.07620859,0.53078306
TCTEX1D4,sample2,0.0,0.0,0.0
BTBD19,sample2,0.0,0.0,0.0
PTCH2,sample2,0.0,0.1654855,-0.1654855
EIF2B3,sample2,0.33790556,0.12563975,0.2122658
HECTD3,sample2,0.0,0.08927692,-0.08927692
UROD,sample2,0.0,0.34545857,-0.34545857
ZSWIM5,sample2,0.0,0.0,0.0
LINC01144,sample2,0.0,0.0,0.0
HPDL,sample2,0.0,0.0,0.0
MUTYH,sample2,0.38892052,0.0,0.38892052
TOE1,sample2,0.0,0.0,0.0
TESK2,sample2,0.0,0.0,0.0
CCDC163,sample2,0.0,0.0,0.0
MMACHC,sample2,0.0,0.0,0.0
PRDX1,sample2,1.455964,1.5456338,-0.08966982
AKR1A1,sample2,0.8891176,0.48155367,0.40756392
NASP,sample2,0.5766604,0.19312128,0.3835391
CCDC17,sample2,0.0,0.0,0.0
GPBP1L1,sample2,0.0,0.06748153,-0.06748153
TMEM69,sample2,0.2180711,0.08927692,0.1287942
IPP,sample2,0.0,0.0,0.0
AL604028.1,sample2,0.0,0.0,0.0
MAST2,sample2,0.23875484,0.0,0.23875484
PIK3R3,sample2,0.0,0.07620859,-0.07620859
AL358075.1,sample2,0.0,0.0,0.0
AL358075.2,sample2,0.0,0.0,0.0
TSPAN1,sample2,0.0,0.0,0.0
P3R3URF,sample2,0.0,0.0,0.0
POMGNT1,sample2,0.0,0.0,0.0
LURAP1,sample2,0.0,0.0,0.0
RAD54L,sample2,0.0,0.0,0.0
LRRC41,sample2,0.23875484,0.27083898,-0.032084137
UQCRH,sample2,0.23875484,0.82752496,-0.58877015
NSUN4,sample2,0.0,0.0,0.0
FAAH,sample2,0.0,0.07620859,-0.07620859
LINC01398,sample2,0.0,0.0,0.0
DMBX1,sample2,0.0,0.0,0.0
TMEM275,sample2,0.0,0.0,0.0
MKNK1-AS1,sample2,0.0,0.0,0.0
KNCN,sample2,0.0,0.0,0.0
MKNK1,sample2,0.9541285,0.0,0.9541285
MOB3C,sample2,0.23875484,0.0,0.23875484
ATPAF1,sample2,0.0,0.2339192,-0.2339192
TEX38,sample2,0.0,0.0,0.0
EFCAB14-AS1,sample2,0.0,0.0,0.0
EFCAB14,sample2,0.23875484,0.39549667,-0.15674183
CYP4B1,sample2,0.0,0.0,0.0
CYP4A11,sample2,0.0,0.0,0.0
CYP4X1,sample2,0.0,0.0,0.0
CYP4Z1,sample2,0.0,0.0,0.0
CYP4A22-AS1,sample2,0.0,0.0,0.0
CYP4A22,sample2,0.0,0.0,0.0
LINC00853,sample2,0.0,0.0,0.0
PDZK1IP1,sample2,0.0,0.0,0.0
TAL1,sample2,0.0,0.0,0.0
AL135960.1,sample2,0.0,0.0,0.0
STIL,sample2,0.0,0.0,0.0
CMPK1,sample2,0.35861883,0.6460357,-0.28741685
LINC01389,sample2,0.0,0.0,0.0
FOXE3,sample2,0.0,0.0,0.0
FOXD2-AS1,sample2,0.0,0.0,0.0
FOXD2,sample2,0.0,0.0,0.0
LINC01738,sample2,0.0,0.0,0.0
TRABD2B,sample2,0.0,0.0,0.0
AL691459.1,sample2,0.0,0.0,0.0
AC096541.1,sample2,0.0,0.0,0.0
LINC02794,sample2,0.0,0.0,0.0
AL356289.1,sample2,0.0,0.0,0.0
AL109659.1,sample2,0.0,0.0,0.0
SLC5A9,sample2,0.0,0.0,0.0
AL109659.2,sample2,0.0,0.0,0.0
SPATA6,sample2,0.0,0.0,0.0
AGBL4,sample2,0.0,0.0,0.0
AL391844.1,sample2,0.0,0.0,0.0
BEND5,sample2,0.0,0.113128364,-0.113128364
AL645507.1,sample2,0.0,0.0,0.0
AC099788.1,sample2,0.0,0.0,0.0
AL590432.1,sample2,0.0,0.0,0.0
AGBL4-IT1,sample2,0.0,0.0,0.0
ELAVL4,sample2,0.0,0.0,0.0
AL592182.2,sample2,0.0,0.0,0.0
AL592182.1,sample2,0.0,0.0,0.0
LINC02808,sample2,0.0,0.0,0.0
AL592182.3,sample2,0.0,0.0,0.0
DMRTA2,sample2,0.0,0.0,0.0
AL049637.2,sample2,0.0,0.0,0.0
FAF1,sample2,0.38892052,0.07620859,0.31271192
AL049637.1,sample2,0.0,0.0,0.0
CDKN2C,sample2,0.0,0.0,0.0
C1orf185,sample2,0.0,0.0,0.0
LINC01562,sample2,0.0,0.0,0.0
RNF11,sample2,0.2180711,0.06748153,0.15058957
AL162430.2,sample2,0.0,0.0,0.0
TTC39A,sample2,0.0,0.0,0.0
TTC39A-AS1,sample2,0.0,0.0,0.0
EPS15,sample2,0.0,0.23001118,-0.23001118
AC104170.2,sample2,0.0,0.0,0.0
AC104170.1,sample2,0.0,0.0,0.0
OSBPL9,sample2,0.23875484,0.06748153,0.1712733
NRDC,sample2,0.2180711,0.5660428,-0.34797168
AL050343.2,sample2,0.0,0.0,0.0
AL050343.3,sample2,0.0,0.0,0.0
RAB3B,sample2,0.0,0.0,0.0
TXNDC12,sample2,0.2180711,0.3601159,-0.14204478
KTI12,sample2,0.0,0.0,0.0
AL445685.1,sample2,0.0,0.0,0.0
TXNDC12-AS1,sample2,0.0,0.0,0.0
BTF3L4,sample2,0.23875484,0.38748598,-0.14873114
ZFYVE9,sample2,0.0,0.0,0.0
CC2D1B,sample2,0.2180711,0.07620859,0.14186251
AL513218.1,sample2,0.0,0.0,0.0
AL513218.2,sample2,0.0,0.0,0.0
ORC1,sample2,0.0,0.07620859,-0.07620859
PRPF38A,sample2,0.0,0.18933696,-0.18933696
TUT4,sample2,0.9635707,0.5416386,0.4219321
AL591167.1,sample2,0.0,0.0,0.0
GPX7,sample2,0.0,0.0,0.0
SHISAL2A,sample2,0.0,0.06748153,-0.06748153
COA7,sample2,0.0,0.0,0.0
ZYG11B,sample2,0.0,0.06748153,-0.06748153
ZYG11A,sample2,0.0,0.0,0.0
AC099677.4,sample2,0.0,0.0,0.0
ECHDC2,sample2,0.2180711,0.07620859,0.14186251
SCP2,sample2,0.57668996,0.6466409,-0.06995094
PODN,sample2,0.0,0.0,0.0
AL445183.1,sample2,0.0,0.0,0.0
SLC1A7,sample2,0.0,0.0,0.0
AL445183.2,sample2,0.0,0.0,0.0
CPT2,sample2,0.23875484,0.07620859,0.16254625
AL606760.2,sample2,0.0,0.0,0.0
CZIB,sample2,0.38892052,0.21491668,0.17400384
AL606760.3,sample2,0.0,0.0,0.0
MAGOH,sample2,0.2180711,0.57436377,-0.35629267
AL606760.1,sample2,0.0,0.0,0.0
LRP8,sample2,0.0,0.0,0.0
AL355483.3,sample2,0.0,0.0,0.0
AL355483.1,sample2,0.0,0.0,0.0
AL355483.2,sample2,0.0,0.0,0.0
LINC01771,sample2,0.0,0.0,0.0
AC119428.2,sample2,0.0,0.0,0.0
AC119428.1,sample2,0.0,0.0,0.0
LINC02812,sample2,0.0,0.0,0.0
DMRTB1,sample2,0.0,0.0,0.0
GLIS1,sample2,0.0,0.0,0.0
NDC1,sample2,0.45682594,0.0,0.45682594
YIPF1,sample2,0.0,0.23001118,-0.23001118
DIO1,sample2,0.0,0.0,0.0
HSPB11,sample2,0.0,0.19312128,-0.19312128
LRRC42,sample2,0.0,0.0,0.0
LDLRAD1,sample2,0.0,0.0,0.0
TMEM59,sample2,0.5714991,0.27492616,0.29657295
TCEANC2,sample2,0.38892052,0.06748153,0.32143897
CDCP2,sample2,0.0,0.0,0.0
AL357673.2,sample2,0.0,0.0,0.0
CYB5RL,sample2,0.0,0.0,0.0
MRPL37,sample2,0.0,0.21128048,-0.21128048
SSBP3,sample2,0.0,0.18933696,-0.18933696
SSBP3-AS1,sample2,0.0,0.0,0.0
AL161644.1,sample2,0.0,0.0,0.0
AL035415.1,sample2,0.0,0.0,0.0
AC099796.2,sample2,0.0,0.0,0.0
LINC02784,sample2,0.0,0.0,0.0
ACOT11,sample2,0.8670727,0.0,0.8670727
FAM151A,sample2,0.0,0.0,0.0
AL590093.1,sample2,0.0,0.0,0.0
MROH7,sample2,0.2180711,0.0,0.2180711
TTC4,sample2,0.0,0.0,0.0
PARS2,sample2,0.0,0.0,0.0
TTC22,sample2,0.0,0.0,0.0
AC096536.1,sample2,0.0,0.0,0.0
LEXM,sample2,0.0,0.0,0.0
DHCR24,sample2,0.0,0.0,0.0
AC096536.3,sample2,0.0,0.0,0.0
AC096536.2,sample2,0.0,0.0,0.0
DHCR24-DT,sample2,0.0,0.0,0.0
AL590440.2,sample2,0.0,0.0,0.0
TMEM61,sample2,0.0,0.0,0.0
AL590440.1,sample2,0.0,0.0,0.0
BSND,sample2,0.0,0.0,0.0
PCSK9,sample2,0.0,0.0,0.0
USP24,sample2,0.0,0.0,0.0
MIR4422HG,sample2,0.0,0.0,0.0
AL603840.1,sample2,0.0,0.0,0.0
LINC01755,sample2,0.0,0.0,0.0
LINC01753,sample2,0.0,0.0,0.0
